drug_name,tokens,labels
norgestimate,"['[H]', '[C@@]12', 'CC', '[C@@](', 'OC(C)=O)', '(', 'C#', 'C)', '[C@@]1', '(CC)', 'CC', '[C@]1(', '[H]', ')', '[C@@]3(', '[H]', ')', 'CC', '\\', 'C(', 'C=C3', 'CC', '[C@@]21', '[H]', ')', '=N/', 'O']","[917, 822, 324, 814, 690, 31, 135, 241, 817, 44, 324, 885, 917, 59, 830, 917, 59, 324, 957, 139, 318, 324, 827, 917, 59, 116, 670]"
daptomycin,"['CCCCCCCC', 'CC(=O)N[C@@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'C(=O)N[C@H](', 'CC(N)=O)', 'C(=O)N[C@@H](', 'CC(O)=O)', 'C(=O)N[C@H]1', '[C@@H](C)', 'OC(=O)', '[C@H](', 'CC(=O)', 'C2=', 'CC=', 'CC', '=C2', 'N)', 'NC(=O)', '[C@@H](NC(=O)', '[C@@H](CO)', 'NC(=O)', 'CNC(=O)', '[C@H](', 'CC(O)=O)', 'NC(=O)', '[C@@H](C)', 'NC(=O)[C@H](', 'CC(O)=O)', 'NC(=O)[C@H](', 'CCCN)', 'NC(=O)', 'CN', 'C1=O)', '[C@H](C)', 'CC(O)', '=O']","[437, 335, 371, 519, 281, 106, 311, 324, 93, 74, 178, 357, 174, 362, 179, 783, 686, 839, 328, 286, 388, 324, 108, 606, 646, 793, 790, 646, 543, 839, 362, 646, 783, 655, 362, 655, 448, 646, 519, 267, 842, 360, 120]"
tacrine,"['NC1', '=C2', 'CCCC', 'C2=N', 'C2=', 'CC=', 'CC', '=C1', '2']","[661, 108, 415, 289, 286, 388, 324, 106, 73]"
phentolamine,"['CC1=', 'CC', '=C(', 'C=', 'C1)', 'N(', 'CC1=N', 'CCN1', ')', 'C1=', 'CC(O)', '=', 'CC', '=C1']","[371, 324, 94, 311, 253, 592, 373, 479, 59, 258, 360, 92, 324, 106]"
magnesium citrate,"['[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O', '.', 'OC(', 'CC(', '[O-])', '=O)(', 'CC(', '[O-])', '=O)', 'C(', '[O-])', '=O']","[922, 60, 922, 60, 922, 60, 685, 327, 945, 122, 327, 945, 121, 139, 945, 120, 60, 685, 327, 945, 122, 327, 945, 121, 139, 945, 120]"
carfilzomib,"['CC(C)', 'C[C@H](', 'NC(=O)[C@H](', 'CCC1', '=', 'CC=', 'CC=', 'C1)', 'NC(=O)', 'CN1', 'CCOCC1)', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)', '[C@@]1(C)', 'CO1']","[341, 571, 655, 406, 92, 388, 388, 253, 646, 530, 498, 174, 371, 388, 388, 253, 176, 146, 819, 549]"
methyldopa,"['C', '[C@](', 'N)', '(', 'CC1=', 'CC', '=C(O)', 'C(O)', '=', 'C1)', 'C(O)=O']","[134, 880, 606, 31, 371, 324, 100, 231, 92, 253, 234]"
clindamycin,"['[H]', '[C@@](', 'NC(=O)[C@@H]1', 'C[C@@H](', 'CCC)', 'CN1', 'C)(', '[C@H](C)', 'Cl)', '[C@@]1(', '[H]', ')', 'O[C@H](', 'SC)', '[C@H](O)[C@@H](O)', '[C@H]1O']","[917, 814, 654, 563, 405, 530, 242, 842, 584, 818, 917, 59, 725, 761, 855, 867]"
isoflurane,"['F', 'C(F)', 'OC(', 'Cl)', 'C(F)(F)F']","[585, 216, 685, 584, 218]"
clidinium,"['C', '[N@@+]', '1', '2', 'CC[C@@H](', 'CC1)', 'C(', 'C2)', 'OC(=O)', 'C(O)(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']","[134, 937, 71, 73, 504, 369, 139, 284, 686, 232, 258, 388, 388, 253, 258, 388, 324, 106]"
prednisone,"['[H]', '[C@@]12', 'CC', '[C@](O)(', 'C(=O)', 'CO)', '[C@@]1(C)', 'CC(=O)', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'C=C', '[C@]12C']","[917, 822, 324, 883, 146, 548, 819, 328, 818, 917, 59, 824, 917, 59, 410, 111, 312, 889]"
tirofiban,"['CCCC', 'S(=O)(=O)N', '[C@@H](', 'CC1=', 'CC', '=C(', 'OCCCC', 'C2', 'CCNCC2)', 'C=', 'C1)', 'C(O)=O']","[415, 746, 781, 371, 324, 94, 706, 281, 489, 311, 253, 234]"
gadopentetic acid,"['[Gd+3]', '.', 'OC(=O)', 'CN(', 'CCN(', 'CCN(', 'CC(O)=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O']","[915, 60, 686, 520, 464, 464, 362, 327, 945, 121, 327, 945, 121, 327, 945, 120]"
disulfiram,"['CCN(CC)', 'C(=S)S', 'SC(=S)', 'N(CC)CC']","[476, 190, 760, 601]"
reserpine,"['[H]', '[C@]12', 'C[C@@H](', 'OC(=O)', 'C3=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C', '3)', '[C@H](OC)', '[C@@H](', 'C(=O)OC)', '[C@@]1(', '[H]', ')', 'C', '[C@@]1(', '[H]', ')', 'N(', 'CCC3', '=C1', 'NC1', '=C3', 'C=CC(', 'OC)', '=', 'C1)C2']","[917, 888, 563, 686, 299, 327, 692, 94, 692, 237, 93, 78, 861, 781, 184, 818, 917, 59, 134, 818, 917, 59, 592, 412, 106, 661, 109, 319, 692, 92, 254]"
probenecid,"['CCCN(CCC)', 'S(=O)(=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(O)=O']","[447, 745, 258, 324, 94, 311, 253, 234]"
ripretinib,"['CCN1C(=O)', 'C(=', 'CC2', '=C1', 'C=C(', 'N', 'C)', 'N=C', '2)', 'C1=C(', 'Br)', 'C=C(', 'F)', 'C(N', 'C(=O)N', 'C2=', 'CC=', 'CC', '=C', '2)', '=C1']","[481, 140, 377, 106, 313, 590, 241, 635, 74, 260, 133, 313, 586, 221, 152, 286, 388, 324, 93, 74, 106]"
prilocaine,"['CCCN', 'C(C)', 'C(=O)N', 'C1=', 'CC=', 'CC', '=C1', 'C']","[444, 195, 152, 258, 388, 324, 106, 134]"
vinorelbine,"['[H]', '[C@@]12', 'N(C)', 'C3=', 'CC(', 'OC)', '=C(', 'C=C3', '[C@@]1', '1', 'CCN3', 'CC', '=C', '[C@]', '(CC)', '(', '[C@@]13', '[H]', ')', '[C@@](', '[H]', ')', '(', 'OC(C)=O)', '[C@]2(O)', 'C(=O)OC)', '[C@]1', '(C', '[C@@]2(', '[H]', ')', 'CN(', 'CC(', 'CC)', '=C', '2)', 'CC2', '=C1', 'N', 'C1=', 'CC=', 'CC', '=C2', '1)', 'C(=O)OC']","[917, 822, 596, 299, 327, 692, 94, 318, 817, 71, 486, 324, 93, 879, 44, 31, 823, 917, 59, 814, 917, 59, 31, 690, 892, 184, 884, 36, 824, 917, 59, 520, 327, 364, 93, 74, 377, 106, 590, 258, 388, 324, 108, 72, 183]"
argatroban,"['C[C@@H]1', 'CCN(', '[C@H](', 'C1)', 'C(O)=O)', 'C(=O)[C@H](', 'CCCN', 'C(N)=N)', 'NS(=O)(=O)', 'C1=', 'CC=', 'CC2', '=C1', 'N', 'CC(C)', 'C2']","[568, 464, 839, 253, 235, 187, 444, 224, 666, 258, 388, 377, 106, 590, 341, 281]"
sodium bicarbonate,"['[Na+]', '.', 'OC(', '[O-])', '=O']","[942, 60, 685, 945, 120]"
bexarotene,"['CC1=', 'CC2', '=C(', 'C=C1', 'C(=C)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(O)=O)', 'C(C)(C)', 'CCC2', '(C)C']","[371, 377, 94, 316, 141, 258, 324, 94, 311, 253, 235, 197, 410, 40]"
ibrutinib,"['NC1=N', 'C=N', 'C2', '=C1', 'C(=N', 'N2', '[C@@H]1', 'CCCN(', 'C1)', 'C(=O)', 'C=C)', 'C1=', 'CC', '=C(', 'O', 'C2=', 'CC=', 'CC', '=C', '2)', 'C=C1']","[662, 322, 281, 106, 143, 622, 801, 445, 253, 146, 315, 258, 324, 94, 670, 286, 388, 324, 93, 74, 316]"
ofloxacin,"['CC1', 'CO', 'C2', '=C3', 'N1', 'C=C(', 'C(O)=O)', 'C(=O)', 'C3=', 'CC', '(F)', '=C2', 'N1', 'CCN(C)CC1']","[365, 547, 281, 109, 609, 313, 235, 146, 299, 324, 47, 108, 609, 471]"
darifenacin,"['NC(=O)C(', '[C@@H]1', 'CCN(', 'CCC2', '=', 'CC3', '=C(', 'OCC', '3)', 'C=C', '2)', 'C1)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']","[648, 801, 464, 410, 92, 382, 94, 698, 78, 312, 74, 253, 31, 258, 388, 388, 253, 258, 388, 324, 106]"
risperidone,"['CC1=C(', 'CCN2', 'CCC(', 'CC2)', 'C2=N', 'OC3', '=C2', 'C=', 'CC', '(F)', '=C', '3)', 'C(=O)N2', 'CCCC', 'C2=', 'N1']","[372, 484, 392, 379, 289, 696, 108, 311, 324, 47, 93, 78, 161, 415, 286, 609]"
metronidazole,"['CC1=N', 'C=C(', 'N1', 'CCO)', '[N+]([O-])=O']","[373, 313, 609, 492, 931]"
enasidenib,"['CC(C)(O)', 'CN', 'C1=N', 'C(=N', 'C(N', 'C2=', 'CC(', '=N', 'C=C', '2)', 'C(F)(F)F)', '=N1', ')', 'C1=N', 'C(=', 'CC=', 'C1)', 'C(F)(F)F']","[346, 519, 265, 143, 221, 286, 327, 113, 312, 74, 219, 117, 59, 265, 140, 388, 253, 218]"
pazopanib,"['CN(', 'C1=', 'CC2', '=N', 'N(C)', 'C(C)', '=C2', 'C=', 'C1)', 'C1=', 'CC', '=N', 'C(N', 'C2=', 'CC', '=C(C)', 'C(', '=C', '2)', 'S(N)(=O)=O)', '=N1']","[520, 258, 377, 113, 596, 195, 108, 311, 253, 258, 324, 113, 221, 286, 324, 97, 139, 93, 74, 752, 117]"
tamsulosin,"['CCO', 'C1=', 'CC=', 'CC', '=C1', 'OCCN', '[C@H](C)', 'CC1=', 'CC(', '=C(', 'OC)', 'C=', 'C1)', 'S(N)', '(=O)=O']","[491, 258, 388, 324, 106, 707, 842, 371, 327, 94, 692, 311, 253, 751, 33]"
zaleplon,"['CCN(', 'C(C)=O)', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'C1=', 'CC', '=N', 'C2=C(', 'C=N', 'N1', '2)', 'C#N']","[464, 204, 258, 388, 327, 92, 253, 258, 324, 113, 287, 322, 609, 74, 137]"
quetiapine,"['OCCOCC', 'N1CCN(', 'CC1)', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'S', 'C2=', 'CC=', 'CC', '=C1', '2']","[710, 619, 369, 265, 286, 388, 324, 108, 742, 286, 388, 324, 106, 73]"
sirolimus,"['[H]', '[C@@]1', '(C', '[C@@H](C)', '[C@]2(', '[H]', ')', 'CC(=O)', '[C@H](C)', '\\', 'C=C(C)', '\\', '[C@@H](O)', '[C@@H](OC)', 'C(=O)', '[C@H](C)C', '[C@H](C)', '\\', 'C=C\\', 'C=C\\', 'C=C(C)', '\\', '[C@H](C', '[C@]3(', '[H]', ')', 'CC[C@@H](C)', '[C@@]', '(O)', '(O', '3)', 'C(=O)', 'C(=O)N3', 'CCCC', '[C@@]3(', '[H]', ')', 'C(=O)O', '2)', 'OC)', 'CC[C@@H](O)', '[C@@H](', 'C1)', 'OC']","[917, 817, 36, 783, 891, 917, 59, 328, 842, 957, 314, 957, 795, 800, 146, 843, 842, 957, 321, 321, 314, 957, 840, 894, 917, 59, 505, 813, 54, 53, 78, 146, 165, 415, 830, 917, 59, 180, 74, 692, 506, 781, 253, 684]"
doravirine,"['CN1', 'C(=O)N', 'N=C1', 'CN1', 'C=CC(', '=C(', 'O', 'C2=', 'CC(', '=', 'CC(', 'Cl)', '=C', '2)', 'C#N)', 'C1=O)', 'C(F)(F)F']","[530, 152, 640, 530, 319, 94, 670, 286, 327, 92, 327, 584, 93, 74, 138, 267, 218]"
penbutolol,"['CC(C)(C)', 'NC', '[C@H](O)', 'CO', 'C1=', 'CC=', 'CC', '=C1', 'C1CCCC1']","[343, 642, 854, 547, 258, 388, 324, 106, 275]"
bempedoic acid,"['CC(C)(', 'CCCC', 'CC(O)', 'CCCC', 'CC(C)(C)', 'C(O)=O)', 'C(O)=O']","[342, 415, 360, 415, 343, 235, 234]"
edrophonium,"['CC', '[N+](C)(C)', 'C1=', 'CC(O)', '=', 'CC', '=C1']","[324, 928, 258, 360, 92, 324, 106]"
silodosin,"['C[C@H](', 'CC1=', 'CC2', '=C(', 'N(', 'CCCO)', 'CC2)', 'C(=', 'C1)', 'C(N)=O)', 'N', 'CCO', 'C1=', 'CC=', 'CC', '=C1', 'OCC', '(F)(F)', 'F']","[571, 371, 377, 94, 592, 456, 379, 140, 253, 226, 590, 491, 258, 388, 324, 106, 698, 48, 585]"
tucatinib,"['CC1=', 'CC(N', 'C2=N', 'C=N', 'C3=', 'CC', '=C(N', 'C4', '=N', 'C(C)(C)', 'CO', '4)', 'C=C2', '3)', '=', 'CC', '=C1', 'O', 'C1=', 'CC2', '=N', 'C=N', 'N2', 'C=C1']","[371, 355, 289, 322, 299, 324, 98, 305, 113, 197, 547, 82, 317, 78, 92, 324, 106, 670, 258, 377, 113, 322, 622, 316]"
phenylbutyric acid,"['OC(=O)', 'CCCC1', '=', 'CC=', 'CC', '=C1']","[686, 421, 92, 388, 324, 106]"
stanozolol,"['[H]', '[C@@]12', 'CC', '[C@](C)(O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', 'CC3', '=N', 'NC', '=C3', 'C[C@]12', 'C']","[917, 822, 324, 882, 820, 818, 917, 59, 824, 917, 59, 324, 824, 917, 59, 382, 113, 642, 109, 582, 134]"
irbesartan,"['CCCCC1', '=N', 'C2(', 'CCCC2)', 'C(=O)N1', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC=', 'CC', '=C1', 'C1=N', 'N', 'N', '=N1']","[430, 113, 282, 424, 157, 371, 324, 94, 311, 253, 258, 388, 324, 106, 265, 590, 590, 117]"
fludrocortisone,"['[H]', '[C@@]12', 'CC', '[C@](O)(', 'C(=O)', 'CO)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1', '(F)', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'CC', '[C@]12C']","[917, 822, 324, 883, 146, 548, 817, 40, 854, 817, 47, 824, 917, 59, 410, 111, 324, 889]"
tolvaptan,"['CC1=', 'CC=', 'CC', '=C1', 'C(=O)N', 'C1=', 'CC(C)', '=C(', 'C=', 'C1)', 'C(=O)N1', 'CCC', '[C@@H](O)', 'C2', '=C1', 'C=CC(', 'Cl)', '=C2']","[371, 388, 324, 106, 152, 258, 341, 94, 311, 253, 157, 391, 795, 281, 106, 319, 584, 108]"
plazomicin,"['CN', '[C@@H]1', '[C@@H](O)', '[C@@H](', 'O[C@H]2', '[C@@H](', 'C[C@H](N)', '[C@@H](O', '[C@H]3', 'OC(', 'CN', 'CCO)', '=', 'CC[C@H]3', 'N)', '[C@@H]2O)', 'NC(=O)', '[C@@H](O)', 'CCN)', 'OC', '[C@]1(C)', 'O']","[519, 801, 795, 781, 732, 781, 574, 794, 875, 685, 519, 492, 92, 516, 606, 808, 646, 795, 478, 684, 886, 670]"
clorazepic acid,"['OC(=O)', 'C1', 'N=C(', 'C2=', 'CC=', 'CC', '=C', '2)', 'C2=C(', 'N', 'C1=O)', 'C=CC(', 'Cl)', '=C2']","[686, 249, 636, 286, 388, 324, 93, 74, 287, 590, 267, 319, 584, 108]"
diazepam,"['CN1', 'C2=C(', 'C=C(', 'Cl)', 'C=C', '2)', 'C(=N', 'CC1', '=O)', 'C1=', 'CC=', 'CC', '=C1']","[530, 287, 313, 584, 312, 74, 143, 365, 121, 258, 388, 324, 106]"
regadenoson,"['CNC(=O)', 'C1=C', 'N(', 'N=', 'C1)', 'C1=N', 'C2=C(', 'N=', 'CN2', '[C@@H]2', 'O[C@H](CO)[C@@H](O)', '[C@H]2O)', 'C(N)', '=N1']","[543, 259, 592, 634, 253, 265, 287, 634, 535, 805, 729, 873, 222, 117]"
naloxegol,"['CO', 'CCOCC', 'OCCOCC', 'OCCOCC', 'OCCO', '[C@H]1CC', '[C@@]2(O)', '[C@H]3', 'CC4', '=', 'CC', '=C(O)', 'C5', '=C4', '[C@@]2(', 'CCN3', 'CC=C)', '[C@H]1O', '5']","[547, 497, 710, 710, 709, 864, 826, 875, 385, 92, 324, 100, 309, 110, 824, 486, 390, 867, 85]"
lovastatin,"['[H]', '[C@]12', '[C@H](C', '[C@@H](C)C', '=C1', 'C=C', '[C@H](C)', '[C@@H]2', 'CC[C@@H]1', 'C[C@@H](O)', 'CC(=O)O', '1)', 'OC(=O)', '[C@@H](C)', 'CC']","[917, 888, 840, 784, 106, 312, 842, 805, 507, 567, 336, 72, 686, 783, 324]"
gabapentin,"['N', 'CC1(', 'CC(O)=O)', 'CCCCC1']","[590, 366, 362, 430]"
tetracycline,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', 'C(', '=C(O)', '[C@]1(O)', 'C(=O)C(', 'C(N)=O)', '=C(O)', '[C@H]2', 'N(C)C)', 'C(=O)', 'C1=C(O)', 'C=', 'CC', '=C1', '[C@@]3(C)', 'O']","[917, 822, 134, 830, 917, 59, 139, 100, 887, 148, 226, 100, 870, 599, 146, 263, 311, 324, 106, 831, 670]"
clopidogrel,"['[H]', '[C@@](', 'N1', 'CCC2', '=C(', 'C1)', 'C=C', 'S', '2)', '(', 'C(=O)OC)', 'C1=', 'CC=', 'CC', '=C1', 'Cl']","[917, 814, 609, 410, 94, 253, 312, 742, 74, 31, 184, 258, 388, 324, 106, 583]"
ozanimod,"['CC(C)O', 'C1=C(', 'C=C(', 'C=', 'C1)', 'C1=N', 'C(=N', 'O1)', 'C1', '=C2', 'CC[C@H](', 'N', 'CCO)', 'C2=', 'CC=', 'C1)', 'C#N']","[351, 260, 313, 311, 253, 265, 143, 673, 249, 108, 510, 590, 492, 286, 388, 253, 137]"
bethanechol,"['CC(', 'C', '[N+](C)(C)C)', 'O', 'C(N)=O']","[327, 134, 929, 670, 225]"
cobimetinib,"['O', 'C1(', 'CN(', 'C1)', 'C(=O)', 'C1=C(', 'N', 'C2=C(', 'F)', 'C=C(', 'I)', 'C=C', '2)', 'C(F)', '=C(', 'F)', 'C=', 'C1)', '[C@@H]1', 'CCCCN1']","[670, 250, 520, 253, 146, 260, 590, 287, 586, 313, 589, 312, 74, 216, 94, 586, 311, 253, 801, 442]"
bendamustine,"['CN1', 'C(CCCC', '(O)=O)', '=N', 'C2=', 'CC(', '=', 'CC', '=C1', '2)', 'N(CCCl)CC', 'Cl']","[530, 209, 57, 113, 286, 327, 92, 324, 106, 74, 604, 583]"
deflazacort,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'CCC', '5', '=CC(=O)', 'C=C', '[C@]5', '(C)', '[C@@]4', '(', '[H]', ')', '[C@@](', '[H]', ')', '(O)', 'C', '[C@]3(C)', '[C@@]1', '(N', '=C(C)', 'O2)', 'C(=O)', 'CO', 'C(C)=O']","[917, 822, 134, 830, 917, 59, 898, 31, 917, 59, 391, 85, 111, 312, 900, 37, 835, 31, 917, 59, 814, 917, 59, 54, 134, 895, 817, 51, 97, 675, 146, 547, 203]"
pergolide,"['[H]', '[C@@]12', 'CC3', '=', 'CN', 'C4', '=', 'CC=', 'CC(', '=C3', '4)', '[C@@]1(', '[H]', ')', 'C[C@@H](', 'CS', 'C)', 'CN2', 'CCC']","[917, 822, 382, 92, 519, 305, 92, 388, 327, 109, 82, 818, 917, 59, 563, 560, 241, 535, 391]"
pyridoxine,"['CC1=C(', 'O)', 'C(CO)', '=C(', 'CO)', 'C=', 'N1']","[372, 671, 212, 94, 548, 311, 609]"
stavudine,"['CC1', '=C', 'N(', '[C@@H]2', 'O[C@H](CO)', 'C=C', '2)', 'C(=O)N', 'C1=O']","[365, 93, 592, 805, 728, 312, 74, 152, 266]"
tipiracil,"['Cl', 'C1=C(', 'CN2', 'CCCC2', '=N)', 'NC(=O)N', 'C1=O']","[583, 260, 535, 423, 114, 651, 266]"
apremilast,"['CCO', 'C1=', 'CC(', '=', 'CC', '=C1', 'OC)', '[C@@H](', 'CS', '(C)', '(=O)=O)', 'N1C(=O)', 'C2=', 'CC=', 'CC(N', 'C(C)=O)', '=C2', 'C1=O']","[491, 258, 327, 92, 324, 106, 692, 781, 560, 37, 34, 613, 286, 388, 355, 204, 108, 266]"
tyropanoic acid,"['CCCC(=O)N', 'C1=C(', 'I)', 'C=C(', 'I)', 'C(', 'CC(', 'CC)', 'C(O)=O)', '=C1', 'I']","[418, 260, 589, 313, 589, 139, 327, 364, 235, 106, 588]"
saxagliptin,"['[H]', '[C@@]12', 'C', '[C@]1(', '[H]', ')', 'N(', '[C@@H](', 'C2)', 'C#N)', 'C(=O)', '[C@@H](N)', 'C12CC3', 'CC(', 'CC(O)(', 'C3)', 'C1)C2']","[917, 822, 134, 885, 917, 59, 592, 781, 284, 138, 146, 792, 256, 327, 361, 297, 254]"
digitoxin,"['[H]', '[C@@]1', '(CC', '[C@]2(O)', '[C@]3(', '[H]', ')', 'CC[C@]4', '(', '[H]', ')', 'C[C@H](', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC', '[C@]12', 'C)', 'O[C@H]1', 'C[C@H](O)', '[C@H](', 'O[C@H]2', 'C[C@H](O)', '[C@H](O', '[C@H]3', 'C[C@H](O)', '[C@H](O)', '[C@@H](C)', 'O3)', '[C@@H](C)', 'O2)', '[C@@H](C)', 'O1)', 'C1=', 'CC(=O)O', 'C1']","[917, 817, 43, 892, 894, 917, 59, 517, 31, 917, 59, 571, 518, 830, 917, 59, 324, 888, 241, 731, 576, 839, 732, 576, 853, 875, 576, 854, 783, 676, 783, 675, 783, 673, 258, 336, 249]"
temsirolimus,"['OCC', '(C)(', 'CO)', 'C(=O)O', '[C@@H]1', 'CC[C@@H](', 'C[C@@H](C)', '[C@]2(', '[H]', ')', 'CC(=O)', '[C@H](C)', '\\', 'C=C(C)', '\\', '[C@@H](O)', '[C@@H](OC)', 'C(=O)', '[C@H](C)C', '[C@H](C)', '\\', 'C=C\\', 'C=C\\', 'C=C(C)', '\\', '[C@@H](OC)', 'C', '[C@]3(', '[H]', ')', 'CC[C@@H](C)', '[C@@]', '(O)', '(O', '3)', 'C(=O)', 'C(=O)N3', 'CCCC', '[C@H]3', 'C(=O)O', '2)', 'C[C@H]1', 'OC']","[698, 38, 548, 180, 801, 504, 564, 891, 917, 59, 328, 842, 957, 314, 957, 795, 800, 146, 843, 842, 957, 321, 321, 314, 957, 800, 134, 894, 917, 59, 505, 813, 54, 53, 78, 146, 165, 415, 875, 180, 74, 577, 684]"
telmisartan,"['CCCC1', '=N', 'C2=C(', 'C=C(', 'C=C2', 'C)', 'C2=N', 'C3=', 'CC=', 'CC', '=C3', 'N2', 'C)', 'N1', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC=', 'CC', '=C1', 'C(O)=O']","[421, 113, 287, 313, 317, 241, 289, 299, 388, 324, 109, 622, 241, 609, 371, 324, 94, 311, 253, 258, 388, 324, 106, 234]"
elbasvir,"['[H]', '[C@]1(', 'CCCN1C(=O)', '[C@@H](NC(=O)', 'OC)', 'C(C)C)', 'C1=N', 'C=C(', 'N1)', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'N1', '[C@@H](', 'OC3', '=C(', 'C=CC(', '=C', '3)', 'C3=', 'CN', '=C(N', '3)', '[C@]3(', '[H]', ')', 'CCCN3', 'C(=O)', '[C@@H](NC(=O)', 'OC)', 'C(C)C)', 'C1=C', '2)', 'C1=', 'CC=', 'CC', '=C1']","[917, 885, 450, 793, 692, 206, 265, 313, 610, 258, 377, 94, 311, 253, 609, 781, 696, 94, 319, 93, 78, 299, 519, 98, 78, 894, 917, 59, 452, 146, 793, 692, 206, 259, 74, 258, 388, 324, 106]"
brivaracetam,"['CCC[C@H]1', 'CN(', '[C@@H](CC)', 'C(N)=O)', 'C(=O)C1']","[461, 520, 788, 226, 149]"
phensuximide,"['CN1C(=O)', 'CC(', 'C1=O)', 'C1=', 'CC=', 'CC', '=C1']","[531, 327, 267, 258, 388, 324, 106]"
lanthanum carbonate,"['[La+3]', '.', '[La+3]', '.', '[O-]', 'C(', '[O-])', '=O', '.', '[O-]', 'C(', '[O-])', '=O', '.', '[O-]', 'C(', '[O-])', '=O']","[920, 60, 920, 60, 944, 139, 945, 120, 60, 944, 139, 945, 120, 60, 944, 139, 945, 120]"
alimemazine,"['CC(', 'CN(C)C)', 'CN1', 'C2=', 'CC=', 'CC', '=C2', 'S', 'C2=', 'CC=', 'CC', '=C1', '2']","[327, 526, 530, 286, 388, 324, 108, 742, 286, 388, 324, 106, 73]"
panobinostat,"['CC1=C(', 'CCN', 'CC2', '=', 'CC', '=C(\\', 'C=C\\', 'C(=O)NO)', 'C=C', '2)', 'C2=', 'CC=', 'CC', '=C2', 'N1']","[372, 463, 377, 92, 324, 101, 321, 172, 312, 74, 286, 388, 324, 108, 609]"
ferumoxytol,"['[O--]', '.', '[O--]', '.', '[O--]', '.', '[O--]', '.', '[Fe++]', '.', '[Fe+3]', '.', '[Fe+3]']","[943, 60, 943, 60, 943, 60, 943, 60, 910, 60, 911, 60, 911]"
rifapentine,"['CO[C@H]1', '\\', 'C=C\\', 'O', '[C@@]2(C)', 'OC3', '=C(', 'C2=O)', 'C2=C(', 'C(O)', '=C', '3C)', 'C(O)=C(', 'NC(=O)', '\\', 'C(C)', '=C/C=C/', '[C@H](C)', '[C@H](O)', '[C@@H](C)', '[C@@H](O)', '[C@@H](C)', '[C@H](OC(C)=O)', '[C@@H]1', 'C)', 'C(\\', 'C', '=N\\', 'N1CCN(', 'CC1)', 'C1CCCC1)', '=C2', 'O']","[559, 957, 321, 670, 825, 696, 94, 291, 287, 231, 93, 80, 233, 646, 957, 195, 105, 842, 854, 783, 795, 783, 860, 801, 241, 240, 134, 119, 619, 369, 276, 108, 670]"
aminocaproic acid,"['NCCCC', 'CC(O)', '=O']","[665, 360, 120]"
arbutamine,"['O[C@@H](', 'CN', 'CCCCC1', '=', 'CC', '=C(O)', 'C=', 'C1)', 'C1=', 'CC(O)', '=C(O)', 'C=C1']","[721, 519, 430, 92, 324, 100, 311, 253, 258, 360, 100, 316]"
tipranavir,"['[H]', '[C@@]', '(CC)', '(', 'C1=', 'CC(N', 'S(=O)(=O)', 'C2=N', 'C=C(', 'C=C', '2)', 'C(F)(F)F)', '=', 'CC=', 'C1)', 'C1=C(O)', 'C', '[C@@](', 'CCC)', '(', 'CCC2', '=', 'CC=', 'CC', '=C', '2)', 'OC1=O']","[917, 813, 44, 31, 258, 355, 745, 289, 313, 312, 74, 219, 92, 388, 253, 263, 134, 814, 405, 31, 410, 92, 388, 324, 93, 74, 694]"
